CKEY;CREF;CNUM;CEND;TEXTCODE;NAME
;;;;5.3.7.;5.3.7. ОПРЕДЕЛЕНИЕ БИЛИРУБИНА (КАЧЕСТВЕННАЯ ПРОБА):
;;;;5.3.7.1.;5.3.7.1. С раствором Люголя
;;;;5.3.7.2.;5.3.7.2. С реактивом Фуше
;;;;5.3.8.;5.3.8. Определение кетоновых (ацетоновых) тел (качественная проба)
;;;;5.3.9.;5.3.9. Определение клеток Штейнгеймера-Мельбина
;;;;5.4.;5.4. МОКРОТА
;;;;5.4.1.;5.4.1. Исследование мокроты на микобактерии туберкулеза
;;;;5.4.2.;5.4.2. Исследование на эластические волокна методом накопления
;;;;5.4.3.;5.4.3. Микроскопия
;;;;5.4.4.;5.4.4. Общие свойства мокроты
;;;;5.4.5.;5.4.5. Общий анализ мокроты
;;;;5.4.6.;5.4.6. Реакция на берлинскую лазурь
;;;;5.4.7.;5.4.7. Исследование мокроты методом флотации на микобактерии туберкулеза
;;;;5.5.;5.5. СПИННОМОЗГОВАЯ ЖИДКОСТЬ
;;;;5.5.1.;5.5.1. Коллоидная реакция Ланге
;;;;5.5.2.;5.5.2. Коллоидная реакция по Таката-Ара
;;;;5.5.3.;5.5.3. Определение общих свойств, белка и глобулиновых фракций, приготовление мазка
;;;;5.5.4.;5.5.4. Определение цитоза и дифференциация клеточных элементов
;;;;5.5.5.;5.5.5. Общий анализ(5.5.3.,5.5.4.)
;;;;5.6.;5.6. ЭКССУДАТЫ И ТРАНССУДАТЫ
;;;;5.6.1.;5.6.1. Микроскопия
;;;;5.6.2.;5.6.2. Реакция Ривальта
;;;;5.6.3.;5.6.3. Физические свойства
;;;;5.6.4.;5.6.4. Общий анализ(5.6.1.,5.6.2.,5.6.3.)
;;;;5.7.;5.7. ОТДЕЛЯЕМОЕ, ВОЛОСКИ, ЧЕШУЙКИ
;;;;5.7.1.;5.7.1. Исследование мазков на гонококки
;;;;5.7.10.;5.7.10. Исследование гинекологического мазка на гонококки,трихомонады,степень чистоты
;;;;5.7.11.;5.7.11. Исследование ресниц на демодекс
;;;;5.7.2.;5.7.2. Исследование на бледную спирохету
;;;;5.7.3.;5.7.3. Исследование на грибки
;;;;5.7.4.;5.7.4. Исследование секрета простаты (натив- ный препарат)
;;;;5.7.5.;5.7.5. ИССЛЕДОВАНИЕ НА СПЕРМАТОЗОИДЫ
;;;;5.7.5.1.;5.7.5.1. Исследование на сперматозоиды и их подвижность
;;;;5.7.5.2.;5.7.5.2. СПЕРМОГРАММА
;;;;5.7.6.;5.7.6. Исследование на трихомонады окрашен- ного препарата
;;;;5.7.7.;5.7.7. Определение гормонального зеркала
;;;;5.7.8.;5.7.8. Исследование на Уреаплазмоз
;;;;5.7.9.;5.7.9. Исследование на хламидиоз иммунофлюо- ресцентным методом
;;;;5.8.;5.8. ЖЕЛУДОЧНОЕ И ДУОДЕНАЛЬНОЕ СОДЕРЖИМОЕ
;;;;5.8.1.;5.8.1. Беззондовое исследование желудочной секреции (десмоидная проба)
;;;;5.8.2.;5.8.2. ИССЛЕДОВАНИЕ ЖЕЛУДОЧНОГО И ДУОДЕНАЛЬ- НОГО СОДЕРЖИМОГО:
;;;;5.8.2.1.;5.8.2.1. ЖЕЛУДОЧНОГО:
;;;;5.8.2.1.1.;5.8.2.1.1. Общие свойства и микроскопия (на одного больного)
;;;;5.8.2.1.2.;5.8.2.1.2. Титрование одной порции
;;;;5.8.2.2.;5.8.2.2. Дуоденального
;;;;5.8.2.3.;"5.8.2.3. Определение кислотности методом ""Гастротест"""
;;;;5.8.3.;5.8.3. Определение фермента (одного)
;;;;5.8.4.;5.8.4. Общий анализ(5.8.2.1.1., 5.8.2.1.2., 5.8.3.)
;;;;5.8.5.;5.8.5. Сок простаты
;;;;5.8.6.;5.8.6. Дуоденальное содержимое (общие св-ва, микроскопия,СРБ)
;;;;5.8.7.;5.8.7. Многофазное дуоденальное зондирование с орошением
;;;;5.8.8.;5.8.8. PH-метрия желудочное зондирование
;;;;5.9.;5.9. КАЛ
;;;;5.9.1.;5.9.1. Исследование на яйца глистов (2 способа)
;;;;5.9.2.;5.9.2. Исследование соскоба на острицы (в трех препаратах)
;;;;5.9.3.;5.9.3. Микроскопия трех препаратов и диффе- ренцировка жиров
;;;;5.9.4.;5.9.4. Определение муцина и белка по Вишнякову
;;;;5.9.5.;5.9.5. Определение аммиака, органических ки- слот по Гуаффону (количественное)
;;;;5.9.6.;5.9.6. Определение стеркобилина (качественное)
;;;;5.9.7.;5.9.7. Определение скрытой крови
;;;;5.9.7.1.;5.9.7.1. Исследование кала на скрытую кровь иммунохимическим методом (количественный тест)
;;;;5.9.7.2.;5.9.7.2. Определение скрытой крови в кале иммунохроматографическим методом (ИХА)
;;;;5.9.8.;5.9.8. Химическое исследование
;;;;6.;6. ФУНКЦИОНАЛЬНЫЕ ИССЛЕДОВАНИЯ
;;;;6.1.;6.1. ДЛЯ ВЗРОСЛЫХ
;;;;6.1.1.;6.1.1. ЭЛЕКТРОКАРДИОГРАФИЧЕСКИЕ ИССЛЕДОВАНИЯ
;;;;6.1.1.1.;6.1.1.1. ЭЛЕКТРОКАРДИОГРАФИЧЕСКИЕ ИССЛЕДОВА- НИЯ БОЛЬНЫХ В АМБУЛАТОРНО-ПОЛИКЛИНИЧЕСКИХ И БОЛЬНИЧНЫХ УЧРЕЖДЕНИЯХ
;;;;6.1.1.1.1.;6.1.1.1.1. ПРИ ЗАПИСИ НА НЕАВТОМАТИЗИРОВАН- НЫХ ПРИБОРАХ И ДОП.ИССЛЕДОВАНИЕ С ФУНКЦИОНА- ЛЬНЫМИ ПРОБАМИ:
;;;;6.1.1.1.1.1.;6.1.1.1.1.1. ПРИ ЗАПИСИ НА НЕАВТОМАТИЗИРОВА- ННЫХ ПРИБОРАХ В КАБИНЕТАХ:
;;;;6.1.1.1.1.1.1.;"6.1.1.1.1.1.1. На 6-канальном электрокардио- графе (ЭЛКАР-6,ЭК64-01,02;6-Нек-301,401,др.)"
;;;;6.1.1.1.1.1.2.;"6.1.1.1.1.1.2. На 1-канальном электрокардио- графе (ЭК 1С 03;03М;04;ЭКП СЧ_4 и др.)"
;;;;6.1.1.1.1.2.;6.1.1.1.1.2. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ С ФУНКЦИОНАЛЬНЫМИ ПРОБАМИ:
;;;;6.1.1.1.1.2.1.;6.1.1.1.1.2.1. Проба с приемом обзидана(хло- рида калия, инъекцией атропина)
;;;;6.1.1.1.1.2.2.;6.1.1.1.1.2.2. Ортопроба (пребывание иссле- дуемого в вертикальном положении в течение 8 мин)
;;;;6.1.1.1.1.2.3.;6.1.1.1.1.2.3. Бег на месте ( в течение 2_3 мин.)
;;;;6.1.1.1.2.;6.1.1.1.2. ЭКГ ПРИ ЗАПИСИ НА АВТОМАТИЗИРОВА- ННЫХ ПРИБОРАХ И ДОП.ИССЛЕДОВАНИЯ:
;;;;6.1.1.1.2.1.;6.1.1.1.2.1. ПРИ ЗАПИСИ НА АВТОМАТИЗИРОВАН- НЫХ ПРИБОРАХ В КАБИНЕТАХ:
;;;;6.1.1.1.2.1.1.;6.1.1.1.2.1.1. На электрокардиографе микроп- роцессорном ЭКЧМП-Н3050
;;;;6.1.1.1.2.1.2.;6.1.1.1.2.1.2. На злектрокардиографе микроп- роцессорном ЭКЧМП-Н3051
;;;;6.1.1.1.2.1.3.;6.1.1.1.2.1.3. Полианализаторе ПА-5-02
;;;;6.1.1.1.2.2.;6.1.1.1.2.2. Дополнительное исследование в 3-отведениях на вдохе (аппарат ЭК4ПМ-4-3050- 3051)
;;;;6.1.1.1.3.;6.1.1.1.3. Электрокардиографическое исследо- вание в палатах стационара при записи на неа- втоматизированных приборах (одноканал
;;;;6.1.1.1.4.;6.1.1.1.4. Электрокардиографическое исследо- вание на дому при записи на неавтоматизирова- нных прборах
;;;;6.1.1.1.5.;6.1.1.1.5. Электрокардиографическое исследо- вание с применением тех. ср-в передачи данных ЭКС и заключение по каналам ТС
;;;;6.1.1.1.5.1.;"6.1.1.1.5.1. В пункте приема (аппараты ""Вол- на"",""Салют"",""СПЕКС-Т"" и др.)"
;;;;6.1.1.1.5.2.;6.1.1.1.5.2. В пункте передачи
;;;;6.1.1.1.6.;6.1.1.1.6. ЭЛЕКТРОКАРДИОГРАФИЧЕСКИЕ ИСЛЕДО- ВАНИЯ В УСЛОВИЯХ НЕПРЕРЫВНОЙ СУТОЧНОЙ РЕГИСТ- РАЦИИ ЭЛЕКТРОКАРДИОСИГНАЛА ПАЦИЕНТОВ (
;;;;6.1.1.1.6.1.;6.1.1.1.6.1. До 6 часов
;;;;6.1.1.1.6.2.;6.1.1.1.6.2. До 16 часов
;;;;6.1.1.1.6.3.;6.1.1.1.6.3. 20-24 часа
;;;;6.1.1.1.6.4.;6.1.1.1.6.4. Свыше 24 часов
;;;;6.1.1.1.7.;6.1.1.1.7. ЭЛЕКТРОКАРДИОГРАФИЧЕСКАЯ ПРОБА С ДОЗИРОВАННОЙ ФИЗИЧЕСКОЙ НАГРУЗКОЙ С ПРИМЕНЕ- НИЕМ ВЕЛОЭРГОМЕТРА И ЗАПИСИ ЭКГ НА НЕАВ
;;;;6.1.1.1.7.1.;6.1.1.1.7.1. При педалировании в режиме сту- пенеобразной непрерывно возрастающей нагрузки (без периодов отдыха)
;;;;6.1.1.1.7.2.;6.1.1.1.7.2. При педалировании в режиме сту- пенеобразной непрерывно возрастающей нагрузки (с периодами отдыха)
;;;;6.1.1.1.7.3.;6.1.1.1.7.3. При педалировании в режиме сту- пенеобразной прерывестовозрастающей нагрузки (с периодами отдыха)
;;;;6.1.1.1.7.4.;6.1.1.1.7.4. Дополнительно на проведение пробы с гипервентиляцией (к пункту 6.1.1.1.7.1. и 6.1.1.1.7.2.)
;;;;6.1.1.1.7.5.;6.1.1.1.7.5. ЭЛЕКТРОФИЗИОЛОГИЧЕСКОЕ ИССЛЕДО- ВАНИЕ СЕРДЦА:
;;;;6.1.1.1.7.5.1.;6.1.1.1.7.5.1. Исследование аритмии
;;;;6.1.1.1.7.5.2.;6.1.1.1.7.5.2. Ишемический тест
;;;;6.1.1.1.7.5.3.;6.1.1.1.7.5.3. Подбор терапии
;;;;6.1.1.2.;6.1.1.2. ЭЛЕКТРОКАРДИОГРАФИЧЕСКОЕ ИССЛЕДОВА- НИЕ В КАБИНЕТЕ ПРИ ПРОВЕДЕНИИ ПРОФИЛАКТИЧЕС- КИХ ОСМОТРОВ НАСЕЛЕНИЯ (СООТВЕТСТВУЮЩИ
;;;;6.1.1.2.1.;6.1.1.2.1. 6-ти канальные кардиографы разли- чных марок(ЭЛКАР-6,ЭК64-01,02,6НЕК-301,401 и др.
;;;;6.1.1.2.2.;6.1.1.2.2. Одноканальный электрокардиограф различных марок (ЭК1Т-03,03М,04,ЭКПСЧ-4, ЭКПСЧТ-4 и др.)
;;;;6.1.1.3.;6.1.1.3. ЭЛЕКТРОКАРДИОГРАФИЯ (ЭКГ) ПЛОДА ВО ВРЕМЯ БЕРЕМЕННОСТИ (аппарат Callileo)
;;;;6.1.1.4.;6.1.1.4. Нестрессовый тест плода во время беременности (аппарат Hewlett Packard 8040A)
;;;;6.1.1.5.;6.1.1.5. Окситоциновый тест плода во время беременности (Toith МТ 81013)
;;;;6.1.1.6.;6.1.1.6. Атропиновый тест плода во время бе- ременности
;;;;6.1.1.7.;6.1.1.7. Электрокардиографическая проба с до- зированной физической нагрузкой с применением тридмила (с записью ЭКГ на автоматиз
;;;;6.1.10.;6.1.10. КОМПЬЮТЕРНАЯ ТЕРМОГРАФИЯ
;;;;6.1.10.1.;"6.1.10.1. ""РАДУГА-2"""
;;;;6.1.10.2.;"6.1.10.2. ""ТЕПЛОВИЗОР-АГА""-минимальный объем исследования 4-5позиций"
;;;;6.1.10.3.;6.1.10.3. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ С ФУН- КЦИОНАЛЬНЫМИ ПРОБАМИ (К П.6.1.10.2.)
;;;;6.1.10.3.1.;6.1.10.3.1. С кислородом
;;;;6.1.10.3.2.;6.1.10.3.2. С глюкозой
;;;;6.1.11.;6.1.11. КОМПЛЕКСНЫЙ МЕТОД ИССЛЕДОВАНИЯ АДАП- ТАЦИОННЫХ ВОЗМОЖНОСТЕЙ СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ (Запись показателей центральной
;;;;6.1.12.;6.1.12. ПОЛЯРОГРАФИЯ
;;;;6.1.12.1.;6.1.12.1. ЛП-7Е при работе в отделениях реа- нимации,интенс.терапии работает бригада:врач и медсестра
;;;;6.1.12.2.;6.1.12.2. РА-2, ЛП-7е (ЧССР)
;;;;6.1.12.3.;6.1.12.3. ПОЛЯРОГРАФИЯ СЛИЗИСТОЙ ОБОЛОЧКИ ПОЛОСТИ РТА (минимальный объем исследования-2 участка слизистой с обязательной воздушн
;;;;6.1.13.;6.1.13. ЭЗОФАГОМАНОМЕТРИЯ (Пневмотензиограф)
;;;;6.1.14.;6.1.14. ВАКУУМ-ПРОБА ПО КУБАЖЕНКО(миним. объем исследования-4участка альвеолярного от- ростка) (АЛП-02)
;;;;6.1.15.;6.1.15. ВНУТРИЖЕЛУДОЧНАЯ Ph-МЕТРИЯ(2 точки- антральный отдел и тело желудка)- 9 точек, (Ацидогастрометр АГМ-10-01, Реогастрограф
;;;;6.1.16.;6.1.16. ЭЛЕКТРООДОНТОДИАГНОСТИКА (мин.1 зуб) - ЭОД-1
;;;;6.1.17.;6.1.17. ЧРЕЗПИЩЕВОДНАЯ ЭЛЕКТРОСТИМУЛЯЦИЯ ПРЕДСЕРДИЙ
;;;;6.1.2.;6.1.2. ФОНОКАРДИОГРАФИЧЕСКИЕ ИССЛЕДОВАНИЯ (ФКГ) (многоканальный аппа- рат с непосредст- венно видимой записью-6НЕК-401,301,минго
;;;;6.1.2.1.;6.1.2.1. Объем записи 5 точек плюс запись на верхушке сердца в положении исследуемого лежа на левом боку(многоканальный аппарат
;;;;6.1.2.2.;6.1.2.2. Объем записи 5 точек плюс запись на верхушке сердца в положении исследуемого лежа на левом боку(аппарат с фотозаписью и
;;;;6.1.2.3.;6.1.2.3. Дополнительные исследования каждой новой точки записи(к п.6.1.2.1. и 6.1.2.2.)
;;;;6.1.2.4.;6.1.2.4. ДОПОЛНИТЕЛЬНЫЕ ИССЛЕДОВАНИЯ С ФУНК- ЦИОНАЛЬНЫМИ ПРОБАМИ:
;;;;6.1.2.4.1.;6.1.2.4.1. Проба с физической нагрузкой(пе- реход пациента из положения лежа в положение сидя 20 раз)
;;;;6.1.2.4.2.;6.1.2.4.2. Проба в положении исследуемого стоя
;;;;6.1.2.4.3.;6.1.2.4.3. Проба с выдыханием паров амилнит- рита
;;;;6.1.2.4.4.;6.1.2.4.4. Фонокардиография (ФКГ) плода во время беременности
;;;;6.1.3.;6.1.3. РЕОГРАФИЧЕСКИЕ ИССЛЕДОВАНИЯ
;;;;6.1.3.1.;6.1.3.1. ИССЛЕД. ЦЕНТР. ГЕМОДИНАМИКИ МЕТОДОМ ТЕТРОПОЛЯРНОЙ ГРУДНОЙ РЕОГРАФИИ (МЕТОД КУБИ- ЧЕКА КЛАССИЧ. И МЕДИЦИРОВАННЫЙ ИЛИ МЕТ
;;;;6.1.3.1.1.;6.1.3.1.1. При записи на неавтоматизирован- ных аппаратах (РПГ-202, РП-02,РПГ-01,с регис- траторами, имеющими не менее 4-х канал
;;;;6.1.3.1.2.;6.1.3.1.2. При записи на автоматизированных аппаратах (Реонализа РА-5-01)
;;;;6.1.3.1.3.;6.1.3.1.3. Дополнительное исследование с ор- топробой, пребывание исследуемого в вертика- льном положении в течении 8 мин.(к п.6
;;;;6.1.3.2.;6.1.3.2. РЕОВАЗОГРАФИЯ ВЕРХНИХ ИЛИ НИЖНИХ КОНЕЧНОСТЕЙ:
;;;;6.1.3.2.1.;6.1.3.2.1. При записи на неавтоматизирован- ных аппаратах. Минимальный обьем исследования -4 исследуемых участка (4РГ-1, 4РГ1А,
;;;;6.1.3.2.2.;"6.1.3.2.2. При записи на автоматизированных аппаратах. Минимальный обьем исследования - 4 исследуемых участка (""Реонализат РА-5-"
;;;;6.1.3.2.3.;6.1.3.2.3. Дополнительное исследование 4-х участков нового региона (к п.6.1.3.2.1.и 6.1.3.2.2)
;;;;6.1.3.2.4.;6.1.3.2.4. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ С ФУ- НКЦИОНАЛЬНЫМИ ПРОБАМИ (К П.6.1.3.2.1. И П.6.1.3.2.2)
;;;;6.1.3.2.4.1.;6.1.3.2.4.1. С приемом нитроглицерина
;;;;6.1.3.2.4.2.;6.1.3.2.4.2. Поступательная проба
;;;;6.1.3.2.4.3.;6.1.3.2.4.3. С наложением жгутов
;;;;6.1.3.2.4.4.;6.1.3.2.4.4. Проба Вальсальвы
;;;;6.1.3.2.4.5.;6.1.3.2.4.5. С записью на спокойном дыхании исследуемого
;;;;6.1.3.2.4.6.;"6.1.3.2.4.6. С ""работой"" (сгибание и разги- бание в голеностопном суставе в течение 1 мин.)"
;;;;6.1.3.3.;6.1.3.3. РЕОЭНЦЕФАЛОГРАФИЯ
;;;;6.1.3.3.1.;6.1.3.3.1. С использованием в качестве реги- стратора электроэнчефалографов. Обьем иссле- дования - 4 исследуемых участка (аппар
;;;;6.1.3.3.2.;6.1.3.3.2. С использованием в качестве реги- страторов электрокардиографов. Минимальный обьем исследований - 4 ислед. участка (4
;;;;6.1.3.3.3.;6.1.3.3.3. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ С ФУ- НКЦИОНАЛЬНЫМИ ПРОБАМИ (К П.6.3.3.1. И П.6.3.3.2.)
;;;;6.1.3.3.3.1.;6.1.3.3.3.1. При поворотах и наклонах головы
;;;;6.1.3.3.3.2.;6.1.3.3.3.2. С приемом нитроглицерина
;;;;6.1.3.3.3.3.;6.1.3.3.3.3. С гипервентиляцией в течении 1 мин.
;;;;6.1.3.4.;6.1.3.4. РЕОПАРОДОНТОГРАФИЯ
;;;;6.1.3.4.1.;6.1.3.4.1. При записи на неавтоматизирован- ных аппаратах. Минимальный обьем исследования - 2 исследуемых участка с контрольной
;;;;6.1.3.4.2.;6.1.3.4.2. Дополнительное исследование с фу- нкциональной пробой (прием никотиновой кисло- ты)
;;;;6.1.3.5.;6.1.3.5. ФОТОПЛЕТИЗМОГРАФИЯ:
;;;;6.1.3.5.1.;6.1.3.5.1. Фотоплетизмография в стоматоло- гии(минимальный об`ем исследований- один уча- сток с одновременной регистрацией ЭКГ в
;;;;6.1.3.5.2.;6.1.3.5.2. Дополнительные исследования с фу- нкциональной пробой (никотиновой кислотой 0, 5 МГ)
;;;;6.1.3.6.;6.1.3.6. РЕОДЕНТОГРАФИЯ
;;;;6.1.3.6.1.;6.1.3.6.1. Реодентография (РНГ-203 регистра- тор)
;;;;6.1.3.6.2.;6.1.3.6.2. Дополнительное исследование с фу- нкциональной пробой (температур)
;;;;6.1.3.7.;6.1.3.7. ИЗМЕРЕНИЕ ОБЬЕМНОЙ СКОРОСТИ РЕГИО- НАРНОГО КРОВОТОКА В ХИРУРГИЧЕСКОЙ СТОМАТОЛО- ГИИ (РПГ-203, 4РГ-2М, регистр.Н-338-4М)
;;;;6.1.3.8.;6.1.3.8. РЕОАРТРОГРАФИЯ
;;;;6.1.3.8.1.;6.1.3.8.1. РЕОАРТРОГРАФИЯ В СТОМАТОЛОГИИ (РПГ-202,РПГ-203, ре- гистратор Н-338-4М, усилитель биопотенциалов УБФ-4-03)
;;;;6.1.3.8.2.;6.1.3.8.2. Дополнительное исследование с фу- нкциональной пробой (жевательной)
;;;;6.1.4.;6.1.4. ИССЛЕДОВАНИЕ ФУНКЦИИ ВНЕШНЕГО ДЫХАНИЯ
;;;;6.1.4.1.;6.1.4.1. СПИРОГРАФИЯ
;;;;6.1.4.1.1.;6.1.4.1.1. При записи на неавтоматизирован- ных аппаратах. Обьем исслед.: определение обьемных,временных,частотных и производных
;;;;6.1.4.1.2.;6.1.4.1.2. ПРИ ЗАПИСИ НА АВТОМАТИЗИРОВАННЫХ АППАРАТАХ:
;;;;6.1.4.1.2.1.;6.1.4.1.2.1. На полианализатоpе ПА5-02
;;;;6.1.4.1.2.2.;6.1.4.1.2.2. На пневмоскопе
;;;;6.1.4.1.3.;6.1.4.1.3. ДОПОЛНИТЕЛЬНОЕ ИССЛЕДОВАНИЕ ПРИ ВЫПОЛНЕНИИИ ФУНКЦИОНАЛЬНЫХ ПРОБ С БРОНХОЛИТИ- КАМИ (ИНГАЛЯЦИИ АСТМОЦЕНТА, САЛУТЕНТА,
;;;;6.1.4.1.3.1.;6.1.4.1.3.1. На полианализатоpе-П
;;;;6.1.4.1.3.2.;6.1.4.1.3.2. На пневмоскопе А5-02
;;;;6.1.4.2.;6.1.4.2. ПНЕВМОТАХОМЕТРИЯ
;;;;6.1.4.2.1.;6.1.4.2.1. ПНЕВМОТАХОМЕТРИЯ ,дополнительно к п.п.4.1.1.
;;;;6.1.4.2.2.;6.1.4.2.2. Дополнительное исследование при выполнениии функциональных проб с бронхолити- ками (ингаляции астмоцента, салутента,
;;;;6.1.4.3.;6.1.4.3. ПЛЕТИЗМОГРАФИЯ
;;;;6.1.4.3.1.;"6.1.4.3.1. Плетизмография всего тела (Кардио пульмонол,установка фирмы ""Сименс"")"
;;;;6.1.4.3.2.;6.1.4.3.2. Дополнительное исследование с фу- нкциональной пробой (бронхолитиками)
;;;;6.1.4.4.;6.1.4.4. РЕГИСТРАЦИЯ КРИВОЙ ПОТОК - ОБЬЕМ ФОРМИРОВАННОГО ВЫДОХА
;;;;6.1.4.4.1.;"6.1.4.4.1. ""Пневмоскрин"" (Болгария),ЭГОН 0"
;;;;6.1.4.4.2.;"6.1.4.4.2. ""Пульма"""
;;;;6.1.5.;6.1.5. ДИНАМИЧЕСКИЕ ВИДЫ УЛЬТРАЗВУКОВЫХ ИСС- ЛЕДОВАНИЙ В ФУНКЦИОНАЛЬНОЙ ДИАГНОСТИКЕ
;;;;6.1.5.1.;6.1.5.1. ЭХОКАРДИОГРАФИЯ (ЭХОКГ)
;;;;6.1.5.1.1.;6.1.5.1.1. ЭхоКГ
;;;;6.1.5.1.2.;6.1.5.1.2. ЭхоКГ с цветным картированием
;;;;6.1.5.1.3.;6.1.5.1.3. ЭхоКГ с допплеровским анализом
;;;;6.1.5.1.4.;"6.1.5.1.4. ЭхоКГ чрезпищеводная (три оси се- чения-короткая,длинная,трансгастральная) - аппараты: ""Хюллет-Пак- кард"" США), ""Соно"
;;;;6.1.5.1.5.;6.1.5.1.5. Катетеризация сердца (предсердие, желудочки сердца,кривые давления,пробы газов крови) (аппараты:Мингограф-61,81,82 (х
;;;;6.1.5.1.6.;6.1.5.1.6. УЗИ средостения
;;;;6.1.5.1.7.;6.1.5.1.7. УЗИ средостения с цветным картированием
;;;;6.1.5.1.8.;6.1.5.1.8. УЗИ средостения с допплеровскиманализом
;;;;6.1.5.1.9.;6.1.5.1.9. УЗИ кожи
;;;;6.1.5.2.;6.1.5.2. СОСУДИСТАЯ ДОПЛЕРОГРАФИЯ
;;;;6.1.5.2.1.;6.1.5.2.1. Периферичекие сосуды (минимально 2 конечности)
;;;;6.1.5.2.2.;6.1.5.2.2. Доплерография сосудов со спектра- льным анализом в постоян- но-волновом режиме артериального экстракраниального бассе
;;;;6.1.5.2.3.;6.1.5.2.3. УЗД сосудов (артерий,вен ) конеч- ностей со спектральным анализом в постоянно- волновом режиме
;;;;6.1.5.2.4.;6.1.5.2.4. Иссл.сосудов с цветным доплеровс- ким картированием
;;;;6.1.5.2.5.;6.1.5.2.5. УЛЬТРАЗВУКОВАЯ ДОППЛЕРОГРАФИЯ СО- СУДОВ:
;;;;6.1.5.2.5.1.;6.1.5.2.5.1. Ультрозвуковая доплерография cосудов в импульсном режиме
;;;;6.1.5.2.5.2.;6.1.5.2.5.2. Видеозапись
;;;;6.1.5.2.5.3.;6.1.5.2.5.3. Флуометрия (любой сосуд диамет- ром более 3мм.,на который проводится операти- вное вмешательство)(Расходомеры:РКЭ-2
;;;;6.1.5.3.;6.1.5.3. ЭХОКГ черезпищеводная (три оси се- чения-короткая,длинная,трансгастральная)
;;;;6.1.5.4.;6.1.5.4. Стрессэхокардиография
;;;;6.1.5.5.;6.1.5.5. Эхокардиография плода
;;;;6.1.6.;6.1.6. ЭЛЕКТРОЭНЦЕФАЛОГРАФИЧЕСКИЕ ИССЛЕДОВА- НИЯ
;;;;6.1.6.1.;6.1.6.1. ЭЛЕКТРОЭНЦЕФАЛОГРАФИЯ (Биоскрипт В, Г-1 ЭЭГП 4-01 и др. ап- параты)
;;;;6.1.6.2.;6.1.6.2. ЭЛЕКТРОЭНЦЕФАЛОГРАФИЯ С КОМПЬЮТЕР- НОЙ ОБРАБОТКОЙ
;;;;6.1.6.3.;6.1.6.3. ДОПОЛНИТЕЛЬНОЕ ИССЛ.С ФУНКЦИОНАЛЬН. ПРОБ.
;;;;6.1.6.3.1.;6.1.6.3.1. С фотостимуляцией
;;;;6.1.6.3.2.;6.1.6.3.2. С гипервентиляцией в течение 3-х мин.
;;;;6.1.6.4.;6.1.6.4. ЭЛЕКТРОЭНЦЕФАЛОГРАФИЯ В РЕЖИМЕ МО- НИТОРИНГА
;;;;6.1.6.5.;6.1.6.5. ЭЛЕКТРОЭНЦЕФАЛОГРАФИЯ С ТОПОГРАФИ- ЧЕСКИМ КАРТИРОВАНИЕМ
;;;;6.1.7.;6.1.7. ЭХОЭНЦЕФАЛОГРАФИЯ (ЭХО-11, ЭХО-12, ЭСМ-0,1)
;;;;6.1.8.;6.1.8. ВЫЗВАННЫЕ ПОТЕНЦИАЛЫ (Нейропак-2,Япо- ния)
;;;;6.1.8.1.;6.1.8.1. ВЫЗВАННЫЙ СТВОЛОВОЙ СЛУХОВОЙ ПОТЕН- ЦИАЛ (ВССП)
;;;;6.1.8.2.;6.1.8.2. ЗРИТЕЛЬНЫЙ ПОТЕНЦИАЛ
;;;;6.1.8.3.;6.1.8.3. ВЫЗВАННЫЙ КОРКОВЫЙ САМОТОСЕНСОРНЫЙ ПОТЕНЦИАЛ (Нейропак-2, Япония)
;;;;6.1.8.4.;6.1.8.4. ВЫЗВАННЫЙ КОРОТКОЛАТЕНТНЫЙ САМОТО- СЕНСОРНЫЙ ПОТЕНЦИАЛ (Нейропак-2,Япония)
;;;;6.1.9.;6.1.9. ЭЛЕКТРОМИОГРАФИЯ (ЭМГ) (ДИЗА-1500,Да- ния)
;;;;6.1.9.1.;6.1.9.1. ЭМГ игольчатая:
;;;;6.1.9.1.1.;6.1.9.1.1. ЭМГ стандартная (2мышцы)
;;;;6.1.9.1.2.;6.1.9.1.2. Макро-ЭМГ и определение плотности мышечного волокна в двигательных единицах
;;;;6.1.9.1.3.;6.1.9.1.3. Исследование нервно-мышечной пе- редачи (ДЖИТТЕР)
;;;;6.1.9.2.;6.1.9.2. ЭМГ СТИМУЛЯЦИОННАЯ
;;;;6.1.9.2.1.;6.1.9.2.1. Скорость распространения возбуж- дения по моторным волокнам дополнительно(2 нерва)
;;;;6.1.9.2.2.;6.1.9.2.2. Скорость распространения возбуж- дения по сенсорным волокнам(2 нерва)
;;;;6.1.9.2.3.;6.1.9.2.3. Опред.нервно-мышечной передачи(2 мышцы)
;;;;6.1.9.3.;6.1.9.3. Электронейромиография-скорость про- ведения возбуждения по двигательным волокнам нерва (ДИЗА-1500,Дания)
;;;;6.2.;6.2. ДЛЯ ДЕТЕЙ ДО 7 ЛЕТ
;;;;6.2.1.;6.2.1. ЭЛЕКТРОКАРДИОГРАФИЧЕСКИЕ ИССЛЕДОВАНИЯ
